	gene	CAI
175	TTHERM_00812830	0.38269433846314743
176	TTHERM_00812880	0.36821860380203214
177	TTHERM_00812980	0.49843732683630326
178	TTHERM_00812800	0.3869627832375626
179	TTHERM_00812780	0.5368210744673731
180	TTHERM_00812810	0.36210446448917877
181	TTHERM_000810507	0.3861466867788268
182	TTHERM_00813060	0.36350777066429046
183	TTHERM_000813086	0.3937959631069971
184	TTHERM_00813030	0.3397475392325791
185	TTHERM_00812730	0.43195374537972436
186	TTHERM_000813087	0.3544796329193448
187	TTHERM_00812970	0.43267883562789716
188	TTHERM_000812607	0.3322012639781159
189	TTHERM_00812710	0.43438298910351564
190	TTHERM_000810503	0.394776556534468
191	TTHERM_000812605	0.4148235115697605
192	TTHERM_000812603	0.3903794261827926
193	TTHERM_00812840	0.6958550104059416
194	TTHERM_000812609	0.3278157605867852
195	TTHERM_000812919	0.40028704497344214
196	TTHERM_00812870	0.3720968933917345
197	TTHERM_00812630	0.35485329508494673
198	TTHERM_000813088	0.26714157668014743
199	TTHERM_00628350	0.37869346495962064
200	TTHERM_00628670	0.46685336646555137
201	TTHERM_00625970	0.4687141049888364
202	TTHERM_00627240	0.4009693491355629
203	TTHERM_00627290	0.40298495933724515
204	TTHERM_00628420	0.7094728203820959
205	TTHERM_000627299	0.3938171230362369
206	TTHERM_000627099	0.4892337056308319
207	TTHERM_00625950	0.4511438718517713
208	TTHERM_00628660	0.3015582644215402
209	TTHERM_00627070	0.540504131070506
210	TTHERM_00628330	0.40380843894133417
211	TTHERM_000625969	0.32774940346508574
212	TTHERM_01212890	0.414287326604001
213	TTHERM_000628348	0.37423211728153705
214	TTHERM_00627080	0.566049474515974
215	TTHERM_000628339	0.29134213010704707
216	TTHERM_00627020	0.445640163821999
217	TTHERM_01213930	0.3610118409932223
218	TTHERM_00628610	0.8570469005119927
219	TTHERM_000628708	0.4355620794072538
220	TTHERM_001212889	0.4505941691897043
221	TTHERM_00627030	0.44640498164807196
222	TTHERM_00628340	0.3944792190453673
223	TTHERM_01213920	0.5518848008180012
224	TTHERM_00628569	0.38393664413650874
225	TTHERM_00628650	0.38476848458977786
226	TTHERM_01212870	0.44078191003284356
227	TTHERM_00628710	0.5169725514563676
228	TTHERM_00627130	0.3933315074002867
229	TTHERM_00628480	0.4123762444472264
230	TTHERM_01212860	0.5517901351471028
231	TTHERM_00626980	0.6631099360670195
232	TTHERM_00628630	0.41510448457784316
233	TTHERM_00628640	0.3837496570857115
234	TTHERM_00628540	0.3844551665937907
235	TTHERM_00628620	0.31540170536018447
236	TTHERM_000625968	0.3741158304003294
237	TTHERM_00627230	0.49532756760400565
238	TTHERM_00627050	0.48088302171766595
239	TTHERM_01212840	0.44865979129968536
240	TTHERM_00628520	0.4391283828897933
241	TTHERM_00628470	0.4311422346084093
242	TTHERM_00627180	0.391494818014027
243	TTHERM_01213980	0.44684989192677266
244	TTHERM_00627239	0.3913153945128417
245	TTHERM_00628720	0.4931691065539101
246	TTHERM_00628430	0.382560295541912
247	TTHERM_00628440	0.37483649132007535
248	TTHERM_00628410	0.36441525007161296
249	TTHERM_00627300	0.39731510649116897
250	TTHERM_00627040	0.4244425289297826
251	TTHERM_000628347	0.22722972260696828
252	TTHERM_01213900	0.40198209092418935
253	TTHERM_00628550	0.4383510815848003
254	TTHERM_00628700	0.4267831259313256
255	TTHERM_01213910	0.41472801184882574
256	TTHERM_001212879	0.32897306715832564
257	TTHERM_00627160	0.3657181143961897
258	TTHERM_000628389	0.37786559153511673
259	TTHERM_00628530	0.3870130778846782
260	TTHERM_00627090	0.42364404751345625
261	TTHERM_01213960	0.46156865065268804
262	TTHERM_01213940	0.39271932554878314
263	TTHERM_000628579	0.3892422576416664
264	TTHERM_00628568	0.3738166711231584
265	TTHERM_00628500	0.3908545507550537
266	TTHERM_00628490	0.5413426278623614
267	TTHERM_00627060	0.3762702011247581
268	TTHERM_000625971	0.4416738466449095
269	TTHERM_00628690	0.4075795590837902
270	TTHERM_00628580	0.3666277798428015
271	TTHERM_001212840	0.43325007943654514
272	TTHERM_00628450	0.3480137538556673
273	TTHERM_00628600	0.5699274262910442
274	TTHERM_000627059	0.4879947758372177
275	TTHERM_00628390	0.5707127325835022
276	TTHERM_000625960	0.4202240785632107
277	TTHERM_000627259	0.27991550891827827
278	TTHERM_00627150	0.3551228321386864
279	TTHERM_01212850	0.3898885650982482
280	TTHERM_00627220	0.40079706766881434
281	TTHERM_00628400	0.39935014183193507
282	TTHERM_00628320	0.3200886006597239
283	TTHERM_001213959	0.3753114593414526
284	TTHERM_000628349	0.4492823208947704
285	TTHERM_00627260	0.39734181853302053
286	TTHERM_000627089	0.4334863469522459
287	TTHERM_01213950	0.3932426740056456
288	TTHERM_00627270	0.4164213193978423
289	TTHERM_00627200	0.4248403654520016
290	TTHERM_00628709	0.7726361771379665
291	TTHERM_00628570	0.3254738756891785
292	TTHERM_00627280	0.36693508286044885
293	TTHERM_000628669	0.3829453313702144
294	TTHERM_01212880	0.39353859095772303
295	TTHERM_00627210	0.35105079269403244
296	TTHERM_00626990	0.47185310032845595
297	TTHERM_000627298	0.46012483184488034
298	TTHERM_00627100	0.32872586729766257
299	TTHERM_00628560	0.43504391441715023
300	TTHERM_00628510	0.4069784349100303
301	TTHERM_00627000	0.6520749836797229
302	TTHERM_000627129	0.40370944276388315
303	TTHERM_00627140	0.3636935843302313
304	TTHERM_000625949	0.368949242197103
305	TTHERM_00627190	0.5571129849395912
306	TTHERM_00628590	0.35870660890687694
307	TTHERM_002653313	0.36801699612799266
308	TTHERM_002653314	0.2967693234349286
309	TTHERM_002653315	0.13563062456346447
310	TTHERM_01574240	0.42569150054878635
311	TTHERM_001574229	0.40276212854693955
312	TTHERM_01574220	0.37524555660198705
313	TTHERM_00780980	0.383217575544328
314	TTHERM_00780620	0.3520367223293134
315	TTHERM_00780800	0.38940676333391183
316	TTHERM_00780670	0.38282301955546505
317	TTHERM_000780679	0.39130947560059975
318	TTHERM_00780990	0.39070998918843275
319	TTHERM_00781010	0.3647783103611447
320	TTHERM_00780610	0.3611385711621426
321	TTHERM_00780970	0.3962505988816488
322	TTHERM_00781020	0.3965148870360018
323	TTHERM_000780799	0.3869644219925873
324	TTHERM_00780530	0.5423750962587252
325	TTHERM_000780519	0.42347618653744296
326	TTHERM_00780580	0.5382053810245114
327	TTHERM_00780940	0.3924265478545256
328	TTHERM_00780960	0.8786479115014127
329	TTHERM_000780499	0.3813626367168549
330	TTHERM_00780690	0.4212817596250762
331	TTHERM_00780560	0.3854127541870417
332	TTHERM_00781030	0.41275228680570364
333	TTHERM_00780450	0.3421556076499544
334	TTHERM_00780810	0.4108205757948143
335	TTHERM_00780630	0.3740579085892296
336	TTHERM_00780680	0.36842182825835396
337	TTHERM_00780910	0.38115120858428264
338	TTHERM_00780890	0.40742682326245394
339	TTHERM_00780750	0.49907028531112974
340	TTHERM_000780668	0.39091096642265377
341	TTHERM_00780830	0.41597955918806234
342	TTHERM_00780650	0.5100067664834911
343	TTHERM_000780428	0.3652002731861844
344	TTHERM_000780829	0.39729401934747527
345	TTHERM_000780999	0.3590921069573203
346	TTHERM_00780770	0.38751787444639113
347	TTHERM_00780720	0.5914145078009768
348	TTHERM_000780429	0.4100483205332073
349	TTHERM_000780669	0.3987410467826253
350	TTHERM_00780740	0.44287743487208814
351	TTHERM_00780520	0.39996924499791187
352	TTHERM_00780840	0.27798525238795346
353	TTHERM_00780850	0.6631606623685472
354	TTHERM_00780640	0.36463176505903655
355	TTHERM_00780490	0.39249470210844917
356	TTHERM_00780920	0.3750027987838
357	TTHERM_00780730	0.42608724910776397
358	TTHERM_00780710	0.6681151363620843
359	TTHERM_00780460	0.46092684075613605
360	TTHERM_00780660	0.4422298152532067
361	TTHERM_00781040	0.4088127269897944
362	TTHERM_00780790	0.3627872380821069
363	TTHERM_00780760	0.4095435313877541
364	TTHERM_00780820	0.3740297705584513
365	TTHERM_00780700	0.6593623752009803
366	TTHERM_00780470	0.3842603140133267
367	TTHERM_00780500	0.4638560353038577
368	TTHERM_00780570	0.4194830693557518
369	TTHERM_00780540	0.3909560679925223
370	TTHERM_00780510	0.4538593064233148
371	TTHERM_00780480	0.38542326202366145
372	TTHERM_00780870	0.36614160320498673
373	TTHERM_000780431	0.3577614574702882
374	TTHERM_00780550	0.6042249756212065
375	TTHERM_00780590	0.3994752074007599
376	TTHERM_000780759	0.3570431962517564
377	TTHERM_00780430	0.43021434350421117
378	TTHERM_000780929	0.4264873213106983
379	TTHERM_00780860	0.4475903385100227
380	TTHERM_000780769	0.4418692649117567
381	TTHERM_00780930	0.43022058580835726
382	TTHERM_00780600	0.37765147788884973
383	TTHERM_00781000	0.3805078505744086
384	TTHERM_000780432	0.46689966993699755
385	TTHERM_00780900	0.2923650025731763
386	TTHERM_002653316	0.4353254935740126
387	TTHERM_00684500	0.38141733665384614
388	TTHERM_00686190	0.39699228624789645
389	TTHERM_00684520	0.369006084180631
390	TTHERM_00686240	0.3795551796012778
391	TTHERM_000686039	0.4013823229275161
392	TTHERM_00684680	0.37353723273971745
393	TTHERM_00686130	0.43159127427522737
394	TTHERM_00686260	0.42947907404080116
395	TTHERM_00686040	0.4019000787630542
396	TTHERM_00684570	0.4321660464832793
397	TTHERM_000686029	0.38807706176398143
398	TTHERM_00684650	0.37529104423498777
399	TTHERM_000686018	0.42292210077121667
400	TTHERM_00686030	0.386018055642521
401	TTHERM_00684540	0.625589525046454
402	TTHERM_00684630	0.3995105444191332
403	TTHERM_00686010	0.3958165076025733
404	TTHERM_00684640	0.38319501909828996
405	TTHERM_00686250	0.3586700838478375
406	TTHERM_000684419	0.36992595119371596
407	TTHERM_00684450	0.4503040303859412
408	TTHERM_00684580	0.41569207132835134
409	TTHERM_00685830	0.44073463546786334
410	TTHERM_00684750	0.41617307599027337
411	TTHERM_00686200	0.46322460155856326
412	TTHERM_00686100	0.4347086664083143
413	TTHERM_00685860	0.45454818874632014
414	TTHERM_00685890	0.469619263484417
415	TTHERM_00686120	0.3698571123512683
416	TTHERM_00686110	0.47212853237602814
417	TTHERM_00685850	0.43222371778465074
418	TTHERM_00684470	0.4132703798381049
419	TTHERM_00686050	0.4241988711705266
420	TTHERM_00685880	0.41477779144384724
421	TTHERM_00684560	0.4073925999394275
422	TTHERM_00684670	0.4097398569665737
423	TTHERM_00684440	0.37151376827752686
424	TTHERM_000684749	0.3721773037468607
425	TTHERM_00684620	0.4001425664564506
426	TTHERM_000685939	0.3990710987286198
427	TTHERM_00684770	0.535671971681058
428	TTHERM_00685990	0.38394884912678573
429	TTHERM_00686060	0.4035475482468938
430	TTHERM_00684710	0.5080561866606093
431	TTHERM_00684530	0.4429378205575266
432	TTHERM_00684790	0.783898360450536
433	TTHERM_00686220	0.8376706869420407
434	TTHERM_00684420	0.4093986349890981
435	TTHERM_00684480	0.5031594186814153
436	TTHERM_000685989	0.3898115019614557
437	TTHERM_00684460	0.4381343849028457
438	TTHERM_00686210	0.3907270486012398
439	TTHERM_00686070	0.4344508561117553
440	TTHERM_00686170	0.4030109152027212
441	TTHERM_00684780	0.36669023345795365
442	TTHERM_00685840	0.4066538284037067
443	TTHERM_00684590	0.3853708314466314
444	TTHERM_00684700	0.3350751228367781
445	TTHERM_00685900	0.4178456839331436
446	TTHERM_00686150	0.7086652360762087
447	TTHERM_000684509	0.368950020736784
448	TTHERM_00684740	0.35207215869006636
449	TTHERM_00686090	0.5020203688829766
450	TTHERM_00685950	0.40178022083059856
451	TTHERM_000684569	0.39063219219746886
452	TTHERM_00685940	0.3615153846738402
453	TTHERM_00684730	0.4083633934826317
454	TTHERM_00685930	0.45006844933872386
455	TTHERM_00685980	0.6529290017945107
456	TTHERM_00686180	0.3808462624935076
457	TTHERM_00684690	0.3617614490760038
458	TTHERM_00684810	0.40632146662811386
459	TTHERM_00685910	0.43112733259056196
460	TTHERM_00684660	0.3961535113043613
461	TTHERM_00685960	0.4509303111237462
462	TTHERM_00684610	0.371434098703717
463	TTHERM_00685970	0.3652270676113528
464	TTHERM_000686019	0.3527181278324173
465	TTHERM_00684430	0.44348414794125984
466	TTHERM_00685920	0.4497144531005587
467	TTHERM_00684490	0.39582267440691726
468	TTHERM_00686140	0.48201299499689754
469	TTHERM_00684720	0.42729362068274473
470	TTHERM_00685870	0.44840086444054106
471	TTHERM_00686020	0.45442138034597196
472	TTHERM_000686259	0.35086763579430263
473	TTHERM_00686000	0.3853859928568191
474	TTHERM_000684820	0.4625111466304416
475	TTHERM_00685820	0.4518876711312347
476	TTHERM_00686080	0.383389110040567
477	TTHERM_000684609	0.350345665300182
478	TTHERM_00684510	0.37379789206982666
479	TTHERM_00684550	0.4047538555569516
480	TTHERM_00686160	0.3682445025277819
481	TTHERM_000684549	0.3892372551345302
482	TTHERM_002653317	0.4207607110118424
483	TTHERM_001435710	0.42672950918543595
484	TTHERM_01435690	0.4059559548924498
485	TTHERM_01435680	0.3443319077152232
486	TTHERM_01435700	0.4133238429500929
487	TTHERM_01435710	0.3883056317155113
488	TTHERM_01435670	0.5155234078507168
489	TTHERM_00951820	0.3938068190716949
490	TTHERM_00951960	0.4307068401858975
491	TTHERM_00951730	0.4178265023449474
492	TTHERM_000949700	0.4217093667274779
493	TTHERM_00951920	0.6071545609142898
494	TTHERM_00951700	0.3766215136607872
495	TTHERM_000951701	0.40131772738205795
496	TTHERM_00951770	0.4073350039297411
497	TTHERM_000951751	0.4681638252735167
498	TTHERM_00951690	0.3766705913709883
499	TTHERM_00951810	0.37916824632332347
500	TTHERM_00951850	0.45414802500092905
501	TTHERM_000951961	0.4804427357800756
502	TTHERM_00951750	0.4236745581185339
503	TTHERM_00951790	0.4783581625289486
504	TTHERM_00951860	0.3820861200172287
505	TTHERM_00951710	0.3955844709293464
506	TTHERM_00951840	0.43415470580198257
507	TTHERM_00951900	0.41253859533161996
508	TTHERM_00951720	0.4490229708505601
509	TTHERM_00951830	0.38491123265131294
510	TTHERM_00951740	0.33718329373723144
511	TTHERM_00951910	0.6056728228300617
512	TTHERM_00948670	0.36472365370339743
513	TTHERM_00951800	0.38139007064396746
514	TTHERM_00951890	0.3860562822967664
515	TTHERM_000951829	0.385308148577666
516	TTHERM_00951870	0.3749780503961291
517	TTHERM_00951940	0.40057835264827485
518	TTHERM_000948690	0.35372612007766363
519	TTHERM_000949711	0.4139740315630186
520	TTHERM_000951899	0.36432976269008366
521	TTHERM_00948680	0.42386266464724026
522	TTHERM_000951839	0.38450330464651816
523	TTHERM_000951962	0.45930841936988465
524	TTHERM_00949690	0.42488969852128955
525	TTHERM_02357030	0.39169708370381606
526	TTHERM_001171650	0.42873454396781036
527	TTHERM_001170572	0.43597945030709145
528	TTHERM_001170539	0.4724300542765847
529	TTHERM_001170583	0.4303799918045935
530	TTHERM_01175650	0.13154474669931449
531	TTHERM_001170538	0.35538439870862754
532	TTHERM_001170550	0.37835273797450236
533	TTHERM_001170561	0.34077780817750347
534	TTHERM_01173650	0.44267317764052366
535	TTHERM_01174650	0.37146214859902027
536	TTHERM_001173660	0.4592514296079106
537	TTHERM_01170540	0.3688461569228917
538	TTHERM_01171640	0.40656498427421783
539	TTHERM_002653318	0.313117312164048
540	TTHERM_001026159	0.2805984658279381
541	TTHERM_01026430	0.4214757074988678
542	TTHERM_001026177	0.4293697731873887
543	TTHERM_01026240	0.5710145336340782
544	TTHERM_01026160	0.4385830221245418
545	TTHERM_001026363	0.3828382450101702
546	TTHERM_001026419	0.32330541075053393
547	TTHERM_01026300	0.4066297320612912
548	TTHERM_01026400	0.44995568500744565
549	TTHERM_01026340	0.4024319885092286
550	TTHERM_01026230	0.4243372287690334
551	TTHERM_001026242	0.4330251109534228
552	TTHERM_01026410	0.3640503099609241
553	TTHERM_001026361	0.4432975132782416
554	TTHERM_001026349	0.3010726695189709
555	TTHERM_01026210	0.4981956148283453
556	TTHERM_01026360	0.41415692112472635
557	TTHERM_01026170	0.4426161090164362
558	TTHERM_01026450	0.3874004725021663
559	TTHERM_001026283	0.31051001320074595
560	TTHERM_01026260	0.4112011014996358
561	TTHERM_01026350	0.3243683049730792
562	TTHERM_01026320	0.3616014157425
563	TTHERM_01026280	0.4230174068872062
564	TTHERM_01026420	0.41441202603805855
565	TTHERM_001026281	0.328017670733292
566	TTHERM_01026200	0.2662271519288359
567	TTHERM_001026261	0.30138695791978143
568	TTHERM_01026310	0.4054938278663796
569	TTHERM_01026330	0.3940730581471812
570	TTHERM_01026460	0.3825896936384878
571	TTHERM_002653319	0.47491701880628073
572	TTHERM_002653320	0.324407201724491
573	TTHERM_002653321	0.39716602344592034
574	TTHERM_01626910	0.4053096824279893
575	TTHERM_01625910	0.38379933319621046
576	TTHERM_01625900	0.39758997763957227
577	TTHERM_00584940	0.41741226518921637
578	TTHERM_00584730	0.3638437133942893
579	TTHERM_00584550	0.42108095400171824
580	TTHERM_00585009	0.41797676677896956
581	TTHERM_000585349	0.5604911101489756
582	TTHERM_00584490	0.42260723844297493
583	TTHERM_00584869	0.4164607717181474
584	TTHERM_00585400	0.36027672374565517
585	TTHERM_00585190	0.4236400654172477
586	TTHERM_00585270	0.3943492965512296
587	TTHERM_00585390	0.3960354242933762
588	TTHERM_000584709	0.7996400961239363
589	TTHERM_00584870	0.36533396280113956
590	TTHERM_00585280	0.3939920711531221
591	TTHERM_00585050	0.3829151260934805
592	TTHERM_00585410	0.3934364333628043
593	TTHERM_00584670	0.5742858323606422
594	TTHERM_000584708	0.6388719765987777
595	TTHERM_00585150	0.38720270673149815
596	TTHERM_00584710	0.30655408025457304
597	TTHERM_00584800	0.41041882795689877
598	TTHERM_00584570	0.3973212446147055
599	TTHERM_00584660	0.38825390531439774
600	TTHERM_000585069	0.4013620231034642
601	TTHERM_00585480	0.4015304290485999
602	TTHERM_00585420	0.3895936836245884
603	TTHERM_00584850	0.5912124025527736
604	TTHERM_00584500	0.3796083625608588
605	TTHERM_00584770	0.3783270688000743
606	TTHERM_00585130	0.3667412492157634
607	TTHERM_00585230	0.46489162215908375
608	TTHERM_00585460	0.39373949101722044
609	TTHERM_00585320	0.5208921693861202
610	TTHERM_000585028	0.3762398586693008
611	TTHERM_00584520	0.37415950497013917
612	TTHERM_00584510	0.46055138479871366
613	TTHERM_00585220	0.3948570278702807
614	TTHERM_00584720	0.563448223692545
615	TTHERM_00584910	0.38431472799522565
616	TTHERM_000584749	0.3806607994819262
617	TTHERM_00585310	0.4581186557945858
618	TTHERM_00584920	0.4089211312941808
619	TTHERM_00585300	0.40510692416412586
620	TTHERM_00584560	0.416321785559968
621	TTHERM_00584820	0.42294126054602627
622	TTHERM_00585170	0.4367622900865566
623	TTHERM_000584569	0.39685298580868084
624	TTHERM_00585510	0.7445900895514713
625	TTHERM_00584530	0.43094608815712887
626	TTHERM_00584580	0.5173952360033949
627	TTHERM_00585180	0.4235372411539194
628	TTHERM_00584760	0.37446238026962236
629	TTHERM_000585239	0.37226009901302415
630	TTHERM_00585020	0.41054613098743037
631	TTHERM_00585200	0.4094085105114985
632	TTHERM_00585469	0.3899382212995417
633	TTHERM_00585330	0.462551798305176
634	TTHERM_00584740	0.38373005384269854
635	TTHERM_00585030	0.39176343042707995
636	TTHERM_00584790	0.4342095889296576
637	TTHERM_00585210	0.42060825582260863
638	TTHERM_00584780	0.372114233942857
639	TTHERM_00585290	0.6113978383559133
640	TTHERM_00585260	0.7810920527890169
641	TTHERM_00584810	0.40792421768522535
642	TTHERM_00584610	0.35678063442508084
643	TTHERM_00584990	0.4074713383941408
644	TTHERM_00584700	0.41977797120962296
645	TTHERM_000584759	0.3870371734997852
646	TTHERM_00585380	0.38844361372588915
647	TTHERM_000585149	0.3747015510577624
648	TTHERM_00585500	0.3804074579781571
649	TTHERM_00585240	0.40142765320060775
650	TTHERM_00585340	0.41425478990830905
651	TTHERM_00584930	0.5293276683000323
652	TTHERM_00584620	0.42230826021059986
653	TTHERM_00585440	0.35042076075431905
654	TTHERM_00585000	0.4712774845516784
655	TTHERM_00585520	0.40826117494943803
656	TTHERM_00584970	0.36409904274962507
657	TTHERM_00584750	0.4001722180456399
658	TTHERM_00585080	0.411976156612186
659	TTHERM_00584860	0.5309029670308544
660	TTHERM_00585470	0.47535745461746043
661	TTHERM_00584600	0.4248671560680048
662	TTHERM_00585370	0.4270613336121276
663	TTHERM_00585430	0.39802973766640964
664	TTHERM_00584890	0.3641458488465102
665	TTHERM_000585019	0.29760015308202425
666	TTHERM_000584531	0.3656954790532344
